--------- beginning of system 
12-27 11:28:13.218   982   982 I Leopard : ** build version : [20221118104802] ** 
12-27 11:28:13.224   982   982 I Leopard : get_cmdline_value(): lge.bootmode= doesn't exist in [/proc/cmdline] 
12-27 11:28:13.224   982   982 I Leopard : get_cmdline_value(): find [lge.bootmode=] in [/tmp/bootmode_cmd] 
12-27 12:17:05.463  1550  1698 V FactoryUtil: onReceive MCU param[x02][x11][x00], buf is NULL
12-27 12:17:05.464  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x01][x11][x00], buf is NULL
12-27 12:17:05.464  1550  1689 V FactoryEdu: procEduResCommand cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:17:05.464  1550  1689 V FactoryUtil: Res Buffer  buf is NULL
12-27 12:17:05.464  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:17:05.561   987  1482 I LocationServer: droutput:lat:0.000000,lon:0.000000,alt:0.000000
12-27 12:17:05.981   991  1508 E CommunicationManagerService: KICK DOG(294)
12-27 12:17:06.391  1542  1680 I DiagReadDTCHandler: checkFaultSettingCondition[false] PM[0] Vol[12.050000] bubTemp [29]
12-27 12:17:06.958   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:17:06.958   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:17:06.958   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:17:06.958   977  1668 E SPIClient_can: CB_2
12-27 12:17:07.308   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 09 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:17:07.759  1542 30962 I DiagManagerService: onWatchDog Kick
12-27 12:17:08.002  1539 30991 V DebugManagerServiceImpl: DEBUG_IMPL_KICK_DOG
12-27 12:17:08.164   993  1700 V CRH     : RX_TIME_TO_KICK_DOG
12-27 12:17:08.165   993  1506 V CANManagerService: perform HeartBeat()
12-27 12:17:08.165   993  1701 V CTH     : TXhandleMessage TX_TIME_TO_KICK_DOG
12-27 12:17:08.173  1647  1699 E NetworkManagerService: rmnet_data0 | inbps=0 inpps=0 outbps=0 outpps=0
12-27 12:17:08.173  1647  1699 E NetworkManagerService: rmnet_data1 | inbps=0 inpps=0 outbps=0 outpps=0
12-27 12:17:09.903   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1D]
12-27 12:17:10.311   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 17 00 09 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:17:11.968   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:17:11.968   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:17:11.968   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:17:11.968   977  1668 E SPIClient_can: CB_2
12-27 12:17:13.181   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, 22] Cmd[02, 00] PayloadLen[000A] Payload[D9 9E 00 00 00 1D 00 00 00 1F]
12-27 12:17:13.310   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 16 00 09 08 53 00 01 00 01 00 01 00 01 00 01 00 01]
12-27 12:17:15.457   991  1523 E CM_SPI  : MSM->MCU Type[01] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:17:15.561   987  1482 I LocationServer: droutput:lat:0.000000,lon:0.000000,alt:0.000000
12-27 12:17:15.822   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[04, 00] Cmd[D1, 00] PayloadLen[0006] Payload[16 0C 1B 0C 11 11]
12-27 12:17:15.823  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x4], subcate[x0], cmd[209], cmd2[x0]
12-27 12:17:15.823  1550  1698 V FactoryUtil: onReceive MCU param[x02][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x11][x11]...
12-27 12:17:15.823  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x04][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x11][x11]...
12-27 12:17:15.823  1550  1689 V FactoryEdu: procEduResCommand cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:17:15.823  1550  1689 V FactoryUtil: Res Buffer  bufSize[6]
12-27 12:17:15.823  1550  1689 V FactoryUtil: [x16][x0C][x1B][x0C][x11][x11]
12-27 12:17:15.823  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:17:15.832   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:17:15.842  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x1], subcate[x0], cmd[17], cmd2[x0]
12-27 12:17:15.842  1550  1698 V FactoryUtil: onReceive MCU param[x02][x11][x00], buf is NULL
12-27 12:17:15.843  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x01][x11][x00], buf is NULL
12-27 12:17:15.843  1550  1689 V FactoryEdu: procEduResCommand cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:17:15.843  1550  1689 V FactoryUtil: Res Buffer  buf is NULL
12-27 12:17:15.843  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:17:15.981   991  1508 E CommunicationManagerService: KICK DOG(295)
12-27 12:17:16.315   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 08 08 53 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:17:16.392  1542  1680 I DiagReadDTCHandler: checkFaultSettingCondition[false] PM[0] Vol[12.020000] bubTemp [29]
12-27 12:17:16.503   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1D]
12-27 12:17:16.974   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:17:16.974   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:17:16.974   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:17:16.974   977  1668 E SPIClient_can: CB_2
12-27 12:17:17.759  1542 32135 I DiagManagerService: onWatchDog Kick
12-27 12:17:18.002  1539 32164 V DebugManagerServiceImpl: DEBUG_IMPL_KICK_DOG
12-27 12:17:18.163   993  1700 V CRH     : RX_TIME_TO_KICK_DOG
12-27 12:17:18.165   993  1701 V CTH     : TXhandleMessage TX_TIME_TO_KICK_DOG
12-27 12:17:18.165   993  1506 V CANManagerService: perform HeartBeat()
12-27 12:17:19.308   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 09 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:17:21.986   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:17:21.986   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:17:21.986   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:17:21.986   977  1668 E SPIClient_can: CB_2
12-27 12:17:22.309   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 17 00 08 08 53 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:17:23.103   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1D]
12-27 12:17:23.178   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, 22] Cmd[02, 00] PayloadLen[000A] Payload[D9 9E 00 00 00 27 00 00 00 15]
12-27 12:17:25.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 08 08 53 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:17:25.464   991  1523 E CM_SPI  : MSM->MCU Type[01] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:17:25.472   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:17:25.473  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x1], subcate[x0], cmd[17], cmd2[x0]
12-27 12:17:25.473  1550  1698 V FactoryUtil: onReceive MCU param[x02][x11][x00], buf is NULL
12-27 12:17:25.473  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x01][x11][x00], buf is NULL
12-27 12:17:25.473  1550  1689 V FactoryEdu: procEduResCommand cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:17:25.473  1550  1689 V FactoryUtil: Res Buffer  buf is NULL
12-27 12:17:25.473  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:17:25.561   987  1482 I LocationServer: droutput:lat:0.000000,lon:0.000000,alt:0.000000
12-27 12:17:25.981   991  1508 E CommunicationManagerService: KICK DOG(296)
12-27 12:17:26.394  1542  1680 I DiagReadDTCHandler: checkFaultSettingCondition[false] PM[0] Vol[12.050000] bubTemp [29]
12-27 12:17:26.408   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[04, 00] Cmd[D1, 00] PayloadLen[0006] Payload[16 0C 1B 0C 11 1C]
12-27 12:17:26.408  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x4], subcate[x0], cmd[209], cmd2[x0]
12-27 12:17:26.409  1550  1698 V FactoryUtil: onReceive MCU param[x02][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x11][x1C]...
12-27 12:17:26.409  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x04][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x11][x1C]...
12-27 12:17:26.409  1550  1689 V FactoryEdu: procEduResCommand cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:17:26.409  1550  1689 V FactoryUtil: Res Buffer  bufSize[6]
12-27 12:17:26.409  1550  1689 V FactoryUtil: [x16][x0C][x1B][x0C][x11][x1C]
12-27 12:17:26.409  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:17:26.996   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:17:26.996   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:17:26.997   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:17:26.997   977  1668 E SPIClient_can: CB_2
12-27 12:17:27.759  1542  1816 I DiagManagerService: onWatchDog Kick
12-27 12:17:28.002  1539  1849 V DebugManagerServiceImpl: DEBUG_IMPL_KICK_DOG
12-27 12:17:28.161   993  1700 V CRH     : RX_TIME_TO_KICK_DOG
12-27 12:17:28.162   993  1701 V CTH     : TXhandleMessage TX_TIME_TO_KICK_DOG
12-27 12:17:28.162   993  1506 V CANManagerService: perform HeartBeat()
12-27 12:17:28.324   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 08 08 53 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:17:29.704   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1D]
12-27 12:17:31.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 19 00 08 08 55 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:17:32.007   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:17:32.007   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:17:32.007   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:17:32.007   977  1668 E SPIClient_can: CB_2
12-27 12:17:33.177   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, 22] Cmd[02, 00] PayloadLen[000A] Payload[D9 9E 00 00 00 31 00 00 00 0B]
12-27 12:17:34.309   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 17 00 08 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:17:35.468   991  1523 E CM_SPI  : MSM->MCU Type[01] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:17:35.477   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:17:35.477  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x1], subcate[x0], cmd[17], cmd2[x0]
12-27 12:17:35.477  1550  1698 V FactoryUtil: onReceive MCU param[x02][x11][x00], buf is NULL
12-27 12:17:35.477  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x01][x11][x00], buf is NULL
12-27 12:17:35.477  1550  1689 V FactoryEdu: procEduResCommand cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:17:35.477  1550  1689 V FactoryUtil: Res Buffer  buf is NULL
12-27 12:17:35.477  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:17:35.562   987  1482 I LocationServer: droutput:lat:0.000000,lon:0.000000,alt:0.000000
12-27 12:17:35.983   991  1508 E CommunicationManagerService: KICK DOG(297)
12-27 12:17:36.306   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1D]
12-27 12:17:36.396  1542  1680 I DiagReadDTCHandler: checkFaultSettingCondition[false] PM[0] Vol[12.050000] bubTemp [29]
12-27 12:17:37.007   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[04, 00] Cmd[D1, 00] PayloadLen[0006] Payload[16 0C 1B 0C 11 26]
12-27 12:17:37.010  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x4], subcate[x0], cmd[209], cmd2[x0]
12-27 12:17:37.010  1550  1698 V FactoryUtil: onReceive MCU param[x02][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x11][x26]...
12-27 12:17:37.017   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:17:37.017   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:17:37.017   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:17:37.018   977  1668 E SPIClient_can: CB_2
12-27 12:17:37.039  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x04][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x11][x26]...
12-27 12:17:37.039  1550  1689 V FactoryEdu: procEduResCommand cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:17:37.039  1550  1689 V FactoryUtil: Res Buffer  bufSize[6]
12-27 12:17:37.039  1550  1689 V FactoryUtil: [x16][x0C][x1B][x0C][x11][x26]
12-27 12:17:37.039  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:17:37.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 08 08 53 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:17:37.759  1542  3031 I DiagManagerService: onWatchDog Kick
12-27 12:17:38.002  1539  3060 V DebugManagerServiceImpl: DEBUG_IMPL_KICK_DOG
12-27 12:17:38.161   993  1700 V CRH     : RX_TIME_TO_KICK_DOG
12-27 12:17:38.161   993  1701 V CTH     : TXhandleMessage TX_TIME_TO_KICK_DOG
12-27 12:17:38.162   993  1506 V CANManagerService: perform HeartBeat()
12-27 12:17:40.309   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 17 00 08 08 53 00 01 00 01 00 01 00 01 00 01 00 02]
12-27 12:17:42.027   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:17:42.027   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:17:42.028   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:17:42.028   977  1668 E SPIClient_can: CB_2
12-27 12:17:42.903   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1D]
12-27 12:17:43.179   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, 22] Cmd[02, 00] PayloadLen[000A] Payload[D9 9E 00 00 00 3B 00 00 00 01]
12-27 12:17:43.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 07 08 53 00 01 00 01 00 01 00 01 00 01 00 01]
12-27 12:17:45.470   991  1523 E CM_SPI  : MSM->MCU Type[01] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:17:45.477   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:17:45.477  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x1], subcate[x0], cmd[17], cmd2[x0]
12-27 12:17:45.477  1550  1698 V FactoryUtil: onReceive MCU param[x02][x11][x00], buf is NULL
12-27 12:17:45.478  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x01][x11][x00], buf is NULL
12-27 12:17:45.478  1550  1689 V FactoryEdu: procEduResCommand cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:17:45.478  1550  1689 V FactoryUtil: Res Buffer  buf is NULL
12-27 12:17:45.478  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:17:45.566   987  1482 I LocationServer: droutput:lat:0.000000,lon:0.000000,alt:0.000000
12-27 12:17:45.981   991  1508 E CommunicationManagerService: KICK DOG(298)
12-27 12:17:46.309   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 19 00 0C 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:17:46.397  1542  1680 I DiagReadDTCHandler: checkFaultSettingCondition[false] PM[0] Vol[12.050000] bubTemp [29]
12-27 12:17:46.707   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[35, 00] Cmd[02, 00] PayloadLen[0021] Payload[42 55 42 20 44 54 43 33 3A 20 4F 50 45 4E 3A 31 20 53 79 73 48 57 3D 45 30 20 43 3A 32 39 20 31 0A]
12-27 12:17:46.710  1529  1558 E MCU     : BUB DTC3: OPEN:1 SysHW=E0 C:29 1
12-27 12:17:47.036   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:17:47.036   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:17:47.037   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:17:47.037   977  1668 E SPIClient_can: CB_2
12-27 12:17:47.606   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[04, 00] Cmd[D1, 00] PayloadLen[0006] Payload[16 0C 1B 0C 11 31]
12-27 12:17:47.606  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x4], subcate[x0], cmd[209], cmd2[x0]
12-27 12:17:47.606  1550  1698 V FactoryUtil: onReceive MCU param[x02][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x11][x31]...
12-27 12:17:47.607  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x04][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x11][x31]...
12-27 12:17:47.607  1550  1689 V FactoryEdu: procEduResCommand cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:17:47.607  1550  1689 V FactoryUtil: Res Buffer  bufSize[6]
12-27 12:17:47.607  1550  1689 V FactoryUtil: [x16][x0C][x1B][x0C][x11][x31]
12-27 12:17:47.607  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:17:47.759  1542  4205 I DiagManagerService: onWatchDog Kick
12-27 12:17:48.002  1539  4233 V DebugManagerServiceImpl: DEBUG_IMPL_KICK_DOG
12-27 12:17:48.161   993  1700 V CRH     : RX_TIME_TO_KICK_DOG
12-27 12:17:48.162   993  1701 V CTH     : TXhandleMessage TX_TIME_TO_KICK_DOG
12-27 12:17:48.162   993  1506 V CANManagerService: perform HeartBeat()
12-27 12:17:49.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 03 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:17:49.503   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1D]
12-27 12:17:52.046   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:17:52.046   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:17:52.046   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:17:52.046   977  1668 E SPIClient_can: CB_2
12-27 12:17:52.309   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 05 08 53 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:17:53.181   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, 22] Cmd[02, 00] PayloadLen[000A] Payload[D9 9E 00 00 00 05 00 00 00 37]
12-27 12:17:55.308   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 09 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:17:55.472   991  1523 E CM_SPI  : MSM->MCU Type[01] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:17:55.481   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:17:55.482  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x1], subcate[x0], cmd[17], cmd2[x0]
12-27 12:17:55.482  1550  1698 V FactoryUtil: onReceive MCU param[x02][x11][x00], buf is NULL
12-27 12:17:55.482  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x01][x11][x00], buf is NULL
12-27 12:17:55.482  1550  1689 V FactoryEdu: procEduResCommand cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:17:55.482  1550  1689 V FactoryUtil: Res Buffer  buf is NULL
12-27 12:17:55.482  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:17:55.561   987  1482 I LocationServer: droutput:lat:0.000000,lon:0.000000,alt:0.000000
12-27 12:17:55.982   991  1508 E CommunicationManagerService: KICK DOG(299)
12-27 12:17:56.103   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1D]
12-27 12:17:56.399  1542  1680 I DiagReadDTCHandler: checkFaultSettingCondition[false] PM[0] Vol[12.040000] bubTemp [29]
12-27 12:17:57.056   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:17:57.056   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:17:57.057   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:17:57.057   977  1668 E SPIClient_can: CB_2
12-27 12:17:57.764  1542  5378 I DiagManagerService: onWatchDog Kick
12-27 12:17:58.002  1539  5405 V DebugManagerServiceImpl: DEBUG_IMPL_KICK_DOG
12-27 12:17:58.163   993  1700 V CRH     : RX_TIME_TO_KICK_DOG
12-27 12:17:58.164   993  1701 V CTH     : TXhandleMessage TX_TIME_TO_KICK_DOG
12-27 12:17:58.164   993  1506 V CANManagerService: perform HeartBeat()
12-27 12:17:58.206   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[04, 00] Cmd[D1, 00] PayloadLen[0006] Payload[16 0C 1B 0C 11 3B]
12-27 12:17:58.206  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x4], subcate[x0], cmd[209], cmd2[x0]
12-27 12:17:58.206  1550  1698 V FactoryUtil: onReceive MCU param[x02][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x11][x3B]...
12-27 12:17:58.207  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x04][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x11][x3B]...
12-27 12:17:58.207  1550  1689 V FactoryEdu: procEduResCommand cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:17:58.207  1550  1689 V FactoryUtil: Res Buffer  bufSize[6]
12-27 12:17:58.207  1550  1689 V FactoryUtil: [x16][x0C][x1B][x0C][x11][x3B]
12-27 12:17:58.207  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:17:58.309   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 19 00 09 08 54 00 00 00 02 00 01 00 01 00 01 00 01]
12-27 12:18:01.310   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 0A 08 53 00 00 00 01 00 01 00 01 00 01 00 02]
12-27 12:18:02.066   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:18:02.066   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:18:02.066   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:18:02.066   977  1668 E SPIClient_can: CB_2
12-27 12:18:02.705   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1D]
12-27 12:18:03.178   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, 22] Cmd[02, 00] PayloadLen[000A] Payload[D9 9E 00 00 00 0F 00 00 00 2D]
